2111 0.000000
2080 1.546227
2083 0.778760
2086 0.855071
2089 0.500341
2090 0.233510
2093 0.142033
2095 -0.000085
2098 0.071815
2100 -0.174913
2102 -0.161310
2106 -0.411837
2108 -0.388033
2113 0.601115
2118 -1.089294
2122 -1.629777
2124 -2.084516
2125 -2.117263
2130 -2.275581
2136 -2.980721
2139 -2.776191
2144 -2.443995
2150 -0.906564
2155 -0.620291
2158 -1.497153
2162 -2.287561
2165 -2.565333
2109	-0.204656307189542
2081	0.974001692810457
2084	0.969113692810458
2092	0.166915692810457
2094	0.185007692810457
2097	0.122711692810457
2101	-0.036577307189543
2104	-0.44804930718954
2105	-0.254946307189542
2107	-0.439824307189542
2112	0.483266692810457
2119	-1.18563430718954
2120	-1.229854307189542
2123	-1.66236030718954
2126	-1.91320430718954
2129	-2.08620430718954
2131	-1.94381730718954
2132	-1.98660930718954
2137	-3.05506730718954
2138	-2.67964030718954
2145	-2.22528930718954
2146	-2.069615307189542
2148	-1.88699930718954
2149	-1.12762430718954
2153	-0.524083307189543
2154	-0.357005307189542
2160	-1.55174430718954
2161	-2.03957730718954
2163	-2.12582930718954
2164	-2.30534830718954
2166	-2.30823030718954
2167	-2.23796030718954
2171	-2.65278530718954
2172	-2.88179630718954
2099	0.0
2140	-2.59726	
2156	-0.748196	
2169	-2.75752
eof
