479   12.3334
484   11.6457
488   12.0358
490   11.6805
492   12.3781
496   12.3473
499   12.567
502   12.2546
505   12.3181
539   10.301
543   10.4498
549   10.1592
551   10.5565
553   10.8559
554   10.5576
557   10.8277
561   11.3623
1016   45.6148
1020   43.2007
1023   44.116
1027   45.3963
1029   46.5838
1033   43.5013
1035   43.3012
1037   43.6857
1038   48.445
1054   56.0785
1058   85.4609
1067   52.6553
1070   50.1107
1074   47.2095
1081   43.066
1082   42.3577
1084   42.4256
1090   34.7776
1091   34.865
1093   35.0541
1095   34.1172
1097   34.3025
1098   34.9773
1104   19.9443
1124   25.9813
1127   26.1212
1137   27.9955
1157   25.0755
1160   25.6272
1186   26.0794
1189   23.1324
1206   16.2599
1208   14.5868
1244   8.71173
1256   10.0706
1258   9.28101
1262   7.80306
1265   13.0239
1270   -1.10197
1278   1094.44
1280   2070.49
1287   1933.03
eof
