2040 3 0 1 0
2044 3 1.15766 0.996179 3.25253e-06
2048 3 1.54876 0.993758 4.45988e-06
2052 3 4.33524 0.98532 1.1036e-05
2056 3 2.82338 0.989381 8.01062e-06
2075 3 1.47818 1.0071 -4.94988e-06
2076 3 2.59767 1.0042 -2.65696e-06
2097 3 -7.47595 1.00647 -1.08421e-06
2102 3 -10.2364 1.01402 -6.94214e-06
2109 3 -6.19081 1.00004 3.71304e-06
eof
