10015	0.000
10016	0.000
10017	-0.544
10018	-0.544
10019	-0.544
10020	-0.544
10021	-0.731
10022	-0.731
10023	-0.731
10024	-0.731
10025	-0.902
10026	-0.902
10027	-0.902
10028	-0.902
10029	-0.828
10030	-0.828
10031	-0.828
10032	-0.828
10033	0.112
10034	0.112
10035	0.112
10036	0.112
10037	0.402
10038	0.402
10039	0.402
10040	0.402
10048	9.883
10054	1.022
10055	1.022
10056	1.053
10057	1.053
10058	1.053
10059	1.053
10060	1.053
10061	1.002
10062	1.002
10063	1.002
10064	1.002
10065	1.002
10066	1.002
10096	4.731
10097	4.731
10098	4.731
10100	4.757
10101	4.757
10103	4.757
10104	4.757
10105	3.296
10106	3.296
10107	3.296
10108	3.296
10109	3.296
10110	3.259
10114	3.654
10115	3.654
10116	2.530
10118	5.429
10119	6.015
10120	6.015
10121	5.637
10123	5.390
10124	5.390
10125	4.296
10127	4.296
10128	4.296
10129	4.346
10130	3.490
10131	3.490
10132	3.490
10133	3.433
10134	2.823
10135	2.823
10136	2.823
10137	6.810
10138	3.420
10139	3.420
10140	3.420
10141	1.829
10142	1.829
10143	1.829
10144	1.829
10146	3.280
10147	3.280
10148	3.280
10149	4.582
10150	4.582
10151	4.582
10152	4.582
10155	4.066
10158	4.066
10160	4.066
10161	4.260
10162	4.260
10163	4.260
10164	3.841
10165	3.841
10166	3.841
10167	3.841
10168	2.890
10169	2.890
10170	2.890
10171	2.890
10172	2.578
10173	2.578
10174	2.578
10176	3.456
10177	3.456
10178	1.732
10179	1.732
10180	1.732
10181	1.732
10182	1.179
10183	1.179
10184	1.179
10188	3.063
10189	3.063
10190	5.566
10191	5.566
10192	5.566
10193	5.929
10194	5.929
10195	5.929
10196	5.834
10197	5.834
10198	5.834
10199	6.248
10200	6.248
10202	6.248
10204	5.758
10205	5.275
10206	5.275
10215	7.374
10216	7.374
10217	7.374
10225	8.801
10226	8.801
10228	7.843
10230	7.843
10231	9.047
10232	9.047
10233	9.047
10234	9.047
10235	9.213
10236	9.213
10237	9.213
10238	9.213
10239	9.213
10241	10.393
10242	10.393
10243	10.393
10244	10.393
10245	10.328
10246	10.328
10247	10.328
10248	10.328
10250	8.999
10251	8.999
10253	9.002
10254	9.002
10255	9.468
10256	9.468
10257	9.468
10258	9.468
10259	8.877
10261	8.877
10262	8.877
10263	9.525
10264	9.525
10265	9.525
10266	9.525
10267	9.736
10268	9.736
10269	9.736
10270	9.736
10271	10.336
10272	10.336
10273	10.336
10274	10.901
10275	10.901
10276	10.901
10280	10.198
10281	10.198
10282	10.198
10283	10.408
10284	10.408
10285	10.408
10286	11.285
10287	11.285
10288	11.285
10293	11.039
10294	11.039
10295	10.778
10296	10.778
10297	10.778
10298	11.280
10299	11.280
10300	11.280
10301	10.672
10302	10.672
10303	10.672
20007	6.601
20008	6.601
20009	6.601
20010	7.238
20011	7.102
20012	7.102
20013	7.102
20014	5.884
20015	5.884
20016	5.884
20017	6.358
20018	6.358
20019	6.358
20020	6.358
20021	6.185
20022	6.185
20023	6.185
20024	6.185
20025	6.127
20026	6.127
20027	6.127
20028	6.127
20029	5.346
20030	6.509
20031	5.346
20032	5.346
20033	4.487
20034	6.426
20035	6.426
20036	6.426
20037	6.164
20038	6.164
20039	6.164
20040	5.854
20042	6.324
20043	6.324
20044	6.324
20045	2.863
20046	6.690
20047	6.690
20048	6.690
20049	6.890
20050	6.890
20051	6.890
20052	7.022
20053	7.022
20058	7.422
20060	7.984
20062	7.666
20065	7.087
20068	7.095
20071	7.556
20074	7.493
20078	6.593
20081	7.821
20084	8.099
20088	7.692
20091	8.023
20093	2.583
20097	-1.080
20101	2.090
20104	2.122
20107	2.198
20110	2.296
20114	2.720
267	3.214
268	3.214
269	3.214
270	3.214
271	3.214
272	3.214
273	3.214
274	3.214
275	3.152
277	3.152
280	3.152
281	2.217
282	2.217
283	2.217
284	2.217
285	2.064
286	2.064
287	2.064
288	2.064
289	2.064
290	2.919
291	2.919
292	4.333
293	4.333
294	4.333
295	4.333
297	3.742
298	3.742
305	3.742
306	3.742
307	3.742
308	3.742
310	3.195
311	3.195
312	3.195
313	3.195
314	2.823
315	2.823
316	2.823
317	2.823
318	2.823
319	2.638
320	2.638
321	2.638
323	2.638
324	2.638
325	2.845
326	2.845
327	2.845
328	2.845
329	3.025
330	3.025
331	3.025
336	5.384
337	5.384
338	5.384
339	5.140
340	5.140
342	5.140
343	5.140
344	4.765
345	4.765
347	4.765
348	4.934
349	4.934
350	4.934
351	4.934
352	4.934
362	4.70
364	4.70
365	4.70
368	4.70
369	4.70
370	4.70
371	4.70
374	4.15
375	4.15
376	4.15
377	5.07
378	5.07
379	5.07
380	5.07
382	5.07
383	5.07
384	4.88
385	4.88
386	4.13
387	4.13
388	4.13
389	3.98
390	3.98
391	3.98
392	4.62
393	4.62
394	4.62
395	4.76
396	4.76
397	4.76
398	4.76
400	4.76
403	4.76
410	-1.00
411	-1.00
412	-1.00
413	-1.00
414	-0.71
415	-0.71
416	-0.71
417	-0.71
418	-0.71
419	-1.87
420	-1.87
421	-1.87
422	-1.87
423	-1.87
424	-1.74
425	-1.74
426	-1.74
428	-0.78
429	-0.78
430	-0.78
431	-1.41
432	-1.41
433	0.19
434	0.19
435	0.19
436	0.19
437	0.19
438	0.19
439	0.25
440	0.25
441	0.25
442	0.25
443	-0.32
444	-0.32
445	-0.32
446	-0.32
447	-0.32
449	-0.32
450	-0.32
451	-0.32
454	-0.32
455	-0.64
456	-0.64
458	-0.64
459	-0.64
460	-0.56
462	-0.56
