0	 2 	-331.978	3.16389
1	 2 	-395.813	3.18954
2	 2 	-345.266	3.28733
3	 2 	-345.448	3.13061
4	 2 	-317.241	3.23057
5	 2 	-346.515	3.17093
6	 2 	-387.641	3.19415
7	 2 	-312.172	3.15823
8	 2 	-414.733	3.25827
9	 2 	-371.703	3.18152
10	 2 	-419.034	3.26456
11	 2 	-406.750	3.26009
12	 2 	-390.166	3.18627
13	 2 	-257.979	3.16772
14	 2 	-460.705	3.34129
15	 2 	-347.329	3.15111
16	 2 	-384.929	3.17366
17	 2 	-333.064	3.18685
18	 2 	-460.239	3.28415
19	 2 	-349.362	3.34369
20	 2 	-380.274	3.17352
21	 2 	-301.228	3.30009
22	 2 	-402.787	3.2357
23	 2 	-338.081	3.13916
24	 2 	-463.291	3.19391
25	 2 	-417.816	3.2782
26	 2 	-465.242	3.28574
27	 2 	-460.039	3.26788
28	 2 	-429.366	3.31131
29	 2 	-399.528	3.21025
30	 2 	-409.527	3.25478
31	 2 	-369.736	3.21832
eof
