10018	-5.18823
10022	-9.90662
10030	-8.65125
10034	-10.8251
10038	-14.0203
10047	125.533
10058	97.9108
10063	94.4519
10066	94.4519
10067	94.4519
10074	94.4519
10077	94.4519
10078	94.4519
10085	71.0966
10099	79.078
10111	73.4775
10112	71.0795
10113	71.0795
10122	70.3212
10130	68.0923
10138	63.0938
10142	55.7527
10159	91.9962
10165	92.2559
10169	91.016
10173	87.8236
10179	81.5612
10183	81.2257
10201	75.4261
10207	73.3719
10211	231.511
10229	270.861
10232	266.764
10236	263.019
10252	245.846
10256	244.421
10264	240.184
10268	255.552
20010	189.884
20018	188.506
20026	201.965
20034	188.039
20113	161.339
eof
