0	2	0			0
1	2	-0.167805	0.0027211
2	2	-0.214406	0.00271494
3	2	-0.187454	0.00273297
4	2	-0.181633	0.00273106
5	2	-0.160386	0.00273573
6	2	-0.149132	0.00268548
7	2	-0.202629	0.00276225
8	2	-0.160261	0.00280152
9	2	-0.203654	0.00279172
10	2	-0.173817	0.00275188
11	2	-0.18764	0.00280635
12	2	-0.157683	0.00266006
13	2	-0.180315	0.00288348
14	2	-0.0921872	0.00296099
15	2	-0.161218	0.00278068
16	2	-0.0708537	0.00273402
17	2	-0.180455	0.00279736
18	2	-0.180758	0.00286712
19	2	-0.227364	0.00284351
20	2	-0.152841	0.00274067
21	2	-0.184163	0.00283164
22	2	-0.138119	0.00286948
23	2	-0.178638	0.00287157
24	2	-0.167513	0.00279478
25	2	-0.235224	0.00283121
26	2	-0.22514	0.00288493
27	2	-0.196467	0.00284582
28	2	-0.234196	0.00277553
29	2	-0.171881	0.00288338
30	2	-0.185131	0.00288706
31	2	-0.151409	0.00293624
32	2	-0.145787	0.00289496
33	2	-0.102756	0.00287951
34	2	-0.0888767	0.0028514
35	2	-0.140271	0.00289757
36	2	-0.101703	0.00289894
37	2	-0.1405		0.00288723
38	2	-0.088484	0.00287429
39	2	-0.245035	0.00290762
40	2	-0.0774569	0.00293522
41	2	-0.0947413	0.00294179
42	2	-0.146396	0.00287595
43	2	-0.136314	0.00290036
44	2	-0.11708	0.00293048
45	2	-0.215074	0.00295111
46	2	-0.105078	0.00295414
47	2	-0.144869	0.00297117
48	2	-0.161288	0.00299479
49	2	-0.295513	0.00317541
50	2	-0.297778	0.00319887
51	2	-0.193066	0.00314558
52	2	-0.238863	0.00318869
53	2	-0.246341	0.00312393
54	2	-0.266892	0.00314539
55	2	-0.275673	0.00317036
56	2	-0.259938	0.00312102
57	2	-0.264263	0.00307041
58	2	-0.320586	0.00317293
59	2	-0.2404		0.0032341
60	2	-0.273869	0.00323097
61	2	-0.23421	0.00325645
62	2	-0.175276	0.00316729
63	2	-0.229119	0.00324288
64	2	-0.276882	0.00324294
65	2	0	1
66	2	0	1
67	2	0	1
68	2	0	1
69	2	0	1
70	2	0	1
71	2	0	1
72	2	0	1
73	2	0	1
74	2	0	1
75	2	0	1
76	2	0	1
77	2	0	1
78	2	0	1
79	2	0	1
80	2	0	1
81	2	-0.1539		0.00301396
82	2	-0.141116	0.00290243
83	2	-0.0667166	0.00303025
84	2	-0.1032		0.00299131
85	2	-0.130332	0.00299434
86	2	-0.0958439	0.00303356
87	2	-0.112015	0.00301627
88	2	-0.162337	0.00297887
89	2	-0.0852311	0.00293761
90	2	-0.104158	0.00298534
91	2	-0.133836	0.00302228
92	2	-0.104588	0.00301619
93	2	-0.176148	0.00302228
94	2	-0.125141	0.0030249
95	2	-0.0905022	0.00306732
96	2	-0.124296	0.00295583
97	2	-0.029529	0.00287665
98	2	-0.0617865	0.00286676
99	2	-0.0883409	0.00294053
100	2	-0.114406	0.00291049
101	2	-0.0921489	0.00299978
102	2	-0.0552266	0.00291588
103	2	-0.0534658	0.0028354
104	2	-0.0846803	0.00294514
105	2	-0.0971285	0.00296318
106	2	-0.0491359	0.00288167
107	2	-0.0654897	0.00287429
108	2	-0.101801	0.00301928
109	2	-0.0925068	0.00289797
110	2	-0.116007	0.00281918
111	2	-0.0493386	0.00294514
112	2	-0.0739171	0.00275654
113	2	0	1
114	2	0	1
115	2	0	1
116	2	0	1
117	2	0	1
118	2	0	1
119	2	0	1
120	2	0	1
121	2	0	1
122	2	0	1
123	2	0	1
124	2	0	1
125	2	0	1
126	2	0	1
127	2	0	1
128	2	0	1
129	2	0	1
130	2	0	1
eof
