54 4 1.47063e-12 1 4.62589e-17 -3.79299e-20
55 4 0.199779 1.00205 -4.0307e-06 1.63027e-09
56 4 0.300784 1.00087 4.98011e-07 -4.33493e-09
57 4 0.100625 1.00422 -1.30653e-05 1.06171e-08
58 4 0.147818 1.00057 -2.9716e-07 -1.65707e-09
59 4 -0.398051 1.00131 1.07059e-06 -7.82125e-09
60 4 -0.198205 1.00117 -5.80763e-06 6.28415e-09
61 4 0.0322355 1.00206 -5.37651e-06 2.77942e-09
62 4 -0.181689 1.00316 -7.01602e-06 3.0973e-09
63 4 -0.445759 1.00683 -2.55817e-05 2.6046e-08
64 4 0.067707 1.00019 -2.08998e-08 -3.7859e-10
65 4 0.067707 1.00019 -2.08998e-08 -3.7859e-10
66 4 0.348208 0.992304 3.18921e-05 -3.55548e-08
69 4 -0.61982 1.00792 -2.32821e-05 1.86855e-08
70 4 0.239286 0.997962 8.86664e-06 -8.10782e-09
71 4 0.239286 0.997962 8.86664e-06 -8.10782e-09
72 4 -0.185646 1.00249 -6.93611e-06 3.00388e-09
73 4 -0.356668 1.00583 -1.70283e-05 1.08897e-08
74 4 -0.429967 1.00454 -1.19482e-05 8.19449e-09
75 4 -0.721071 1.00988 -3.1485e-05 2.75895e-08
83 4 -3.68254 0.971772 7.5986e-05 -5.78195e-08
84 4 -3.73991 0.97336 7.26943e-05 -5.65256e-08
85 4 -3.8307 0.969971 8.41288e-05 -6.81364e-08
86 4 -4.42595 0.976174 6.35687e-05 -4.99614e-08
87 4 -3.78387 0.973993 7.09845e-05 -5.50314e-08
88 4 -3.95415 0.974111 6.88667e-05 -5.22559e-08
89 4 -3.63817 0.97506 6.83693e-05 -5.27846e-08
90 4 -3.7668 0.97748 6.09697e-05 -4.77461e-08
92 4 -3.13652 0.971032 8.24462e-05 -6.70762e-08
116 4 -0.769124 0.995201 6.29813e-06 -6.10986e-09
117 4 0.247249 0.990242 1.7407e-05 -1.19507e-08
118 4 -0.121944 0.991068 1.91658e-05 -1.72271e-08
119 4 -1.043 1.00105 -1.25052e-05 8.21337e-09
122 4 -1.04942 0.9977 -5.66794e-06 5.61756e-09
125 4 0.0628314 0.989976 1.85368e-05 -1.18677e-08
129 4 0.387854 0.98551 3.93109e-05 -3.6714e-08
131 4 -0.57102 0.995122 6.6628e-06 -8.60142e-09
133 4 -0.537336 0.99502 5.21294e-06 -4.9079e-09
134 4 -0.32434 0.994009 8.26734e-06 -8.61789e-09
135 4 -0.174208 0.99449 8.57725e-06 -8.15952e-09
136 4 0.482412 0.986598 3.68958e-05 -3.7819e-08
138 4 -0.0675522 0.997613 -6.94782e-07 -1.97013e-09
140 4 0.58087 0.991577 1.88807e-05 -1.64767e-08
141 4 0.58087 0.991577 1.88807e-05 -1.64767e-08
142 4 0.874184 0.98954 2.7068e-05 -2.69742e-08
144 4 1.06269 0.991218 1.91079e-05 -1.72533e-08
145 4 1.03118 0.99342 1.33385e-05 -1.40103e-08
146 4 0.928339 0.994344 7.93173e-06 -6.60713e-09
147 4 1.29284 0.989737 2.3049e-05 -2.05262e-08
148 4 1.08234 0.990182 2.3357e-05 -2.04338e-08
149 4 0.720358 0.99427 7.16606e-06 -3.67124e-09
150 4 -0.0285769 0.997086 5.10688e-07 -1.31641e-09
158 4 4.29873 0.991484 2.56568e-06 -8.97316e-10
159 4 3.91452 0.996592 -1.43069e-05 1.56201e-08
160 4 3.8254 0.993817 -2.40637e-06 2.9852e-09
161 4 3.55307 0.995798 -1.08921e-05 9.57008e-09
163 4 3.34366 0.993695 -7.79462e-06 1.21283e-08
165 4 3.11217 0.996781 -1.24105e-05 1.29073e-08
166 4 2.53978 1.00791 -5.15795e-05 4.84572e-08
167 4 3.03272 1.002 -3.20024e-05 3.12097e-08
168 4 3.67693 0.997301 -1.40265e-05 1.24626e-08
169 4 3.75523 0.997026 -1.62261e-05 1.73211e-08
170 4 4.83791 0.979924 4.63086e-05 -4.52214e-08
171 4 2.94751 1.00869 -5.96577e-05 6.19287e-08
172 4 2.94751 1.00869 -5.96577e-05 6.19287e-08
173 4 3.59129 0.99723 -1.48869e-05 1.58983e-08
174 4 3.30762 1.00043 -2.75616e-05 3.04156e-08
176 4 3.01786 1.00346 -4.08119e-05 4.34409e-08
178 4 2.94775 1.00298 -4.07985e-05 4.63796e-08
179 4 0.421378 0.991287 6.94039e-06 -6.63662e-09
181 4 0.714641 0.98786 1.33219e-05 -8.94071e-09
183 4 0.57408 0.98903 1.4756e-05 -1.54636e-08
184 4 0.0118302 0.995511 -1.05804e-05 1.13967e-08
186 4 0.748364 0.984918 2.35044e-05 -1.6179e-08
188 4 0.268178 0.991515 5.32296e-06 -3.58504e-09
190 4 0.584454 0.984227 3.03483e-05 -2.78262e-08
456 3 0 1 0
457 3 -0.433521 1.00135 2.66607e-07
460 3 -5.35589 1.00964 -1.18708e-05
461 3 -4.98073 1.01205 -1.51075e-05
462 3 -6.47825 1.022 -2.6356e-05
464 3 -6.08433 1.0183 -2.18286e-05
465 3 -6.30991 1.01825 -2.08267e-05
466 3 -4.53383 1.01062 -1.26433e-05
467 3 -3.27035 1.00521 -6.60219e-06
470 3 -6.48227 1.00702 -8.9041e-06
471 3 -9.18025 1.02086 -2.64091e-05
472 3 -8.2315 1.01283 -1.59658e-05
474 3 -3.29013 1.0061 -7.964e-06
475 3 -2.35359 1.00217 -3.72286e-06
476 3 -4.3644 1.01333 -1.60194e-05
477 3 -2.72973 1.00458 -6.13634e-06
478 3 -4.87657 1.01555 -1.84723e-05
479 3 -4.52638 1.01229 -1.47056e-05
480 3 -2.47661 1.00191 -3.17652e-06
481 3 -5.90399 1.02344 -2.76658e-05
482 3 -1.37637 1.00043 -7.44197e-07
483 3 -1.20529 1.00241 -5.04825e-06
484 3 -4.10296 1.01422 -1.68872e-05
485 3 -2.35155 1.00527 -6.69236e-06
487 3 -3.42241 1.01051 -1.31407e-05
489 3 -1.81731 0.99858 6.75116e-07
490 3 -4.43069 1.00802 -1.01843e-05
491 3 -3.04736 0.999858 -1.51361e-06
492 3 -4.24528 1.0077 -9.96291e-06
493 3 -4.35867 1.01079 -1.38745e-05
494 3 -2.6211 0.997264 2.78231e-06
495 3 -6.64157 1.0197 -2.35879e-05
496 3 -5.5819 1.01488 -1.85731e-05
498 3 -6.00492 1.01518 -1.856e-05
499 3 -3.20315 1.00051 -1.42872e-06
500 3 -5.78572 1.01656 -2.08517e-05
511 3 -2.59671 0.994579 3.97164e-06
512 3 -8.41941 1.02732 -3.25208e-05
514 3 -4.81597 1.01053 -1.30548e-05
515 3 -5.42014 1.01206 -1.52541e-05
516 3 -6.20335 1.01615 -1.98482e-05
520 3 -5.13355 1.00963 -1.17837e-05
eof
