2233  0
2227  1.29742
2238  -0.424194
2243  -1.05731
2250  0.0149536
2256  1.7016
2272  -0.611084
2281  -0.682068
2290  0.237183
2307  -1.15515
2320  9.43359
2321  9.63757
2322  9.43048
2328  8.21771
2336  7.6889
2347  8.61023
2356  8.55353
2362  7.83191
2370  7.17322
2376  8.23279
2383  9.508
2398  8.4809
2403  8.04413
2408  7.86914
2412  19.7876
2418  20.2467
2426  19.2791
2431  19.0064
2435  18.4727
2442  18.8294
2446  19.5526
2450  20.0298
2455  19.0844
2459  19.1189
2464  18.7643
2039  0
2043  0.236206
2047  -0.0783691
2051  -0.323486
2055  -0.391113
2100  -3.44147
2107  -4.25238
2119  -4.7149
2163  -2.48224
2182  -3.08612
2197  -2.49719
2232	0
2237	-0.383789
2242	-1.14288
2249	-0.0787354
2255	1.63104
2267	-0.963135
2271	-0.963135
2276	-1.33356
2280	-1.33356
2285	0.160217
2294	0.160217
2304	-1.74896
2308	-1.74896
2309	-1.74896
2323	9.2951
2329	8.46906
2337	7.89673
2348	9.18781
2357	8.612
2363	7.96655
2371	7.11609
2384	9.35986
2221	1.21918
2222	1.21918
2225	1.21918
2263	-0.611084
2264	-0.611084
2265	-0.611084
2266	-0.611084
2268	-0.611084
2269	-0.611084
2270	-0.611084
2273	-0.611084
2274	-0.611084
2275	-0.611084
2277	-0.682068
2278	-0.682068
2279	-0.682068
2282	-0.682068
2283	-0.682068
2284	-0.682068
2286	0.237183
2287	0.237183
2288	0.237183
2291	0.237183
2292	0.237183
2293	0.237183
2298	0.237183
2300	-1.15515
2301	-1.15515
2302	-1.15515
2303	-1.15515
2305	-1.15515
2306	-1.15515
2324	9.43048
2325	9.43048
2326	8.21771
2327	8.21771
2330	8.21771
2331	8.21771
2332	8.21771
2333	7.6889
2334	7.6889
2335	7.6889
2338	7.6889
2339	7.6889
2340	7.6889
2341	7.6889
2342	7.6889
2344	7.6889
2345	7.6889
2346	7.6889
2349	8.55353
2350	8.55353
2351	8.55353
2352	8.55353
2353	8.55353
2355	8.55353
2358	8.55353
2359	8.55353
2360	7.83191
2361	7.83191
2364	7.83191
2365	7.83191
2366	7.83191
2367	7.17322
2368	7.17322
2369	7.17322
2372	7.17322
2373	7.17322
2374	8.23279
2375	8.23279
2377	8.23279
2381	8.23279
2382	9.508
2385	9.508
2387	9.508
2388	9.508
2389	9.508
2390	9.508
2391	8.4809
2399	8.4809
2400	8.4809
2401	8.04413
2402	8.04413
2404	8.04413
2405	8.04413
2406	7.86914
2407	7.86914
2409	7.86914
2410	7.86914
2413	19.7876
2414	19.7876
2415	19.7876
2416	20.2467
2417	20.2467
2419	20.2467
2423	19.2791
2424	19.2791
2425	19.2791
2427	19.2791
2428	19.2791
2429	19.0064
2430	19.0064
2432	19.0064
2433	19.0064
2434	18.4727
2436	18.4727
2437	18.4727
2438	18.4727
2439	18.8294
2440	18.8294
2441	18.8294
2443	18.8294
2444	18.8294
2445	19.5526
2447	19.5526
2448	19.5526
2449	20.0298
2451	20.0298
2452	20.0298
2453	19.0844
2454	19.0844
2456	19.0844
2457	19.0844
2458	19.1189
2460	19.1189
2461	19.1189
2462	18.7643
2463	18.7643
eof
