32	 2 	-310.207	3.66632
33	 2 	-360.963	3.61
34	 2 	-304.117	3.52629
35	 2 	-387.997	4.302
36	 2 	-298.918	3.876
37	 2 	-349.084	4.352
38	 2 	-404.055	4.263
39	 2 	-315.670	3.987
40	 2 	-449.355	4.695
41	 2 	-449.177	5.007
42	 2 	-354.237	3.432
43	 2 	-362.186	3.386
44	 2 	-384.276	4.013
45	 2 	-235.517	4.237
46	 2 	-472.847	4.2305
47	 2 	-351.593	4.244
48	 2 	-362.705	3.811
49	 2 	-313.120	3.760
50	 2 	-414.519	3.792
51	 2 	-315.514	3.904
52	 2 	-397.181	4.263
53	 2 	-271.182	3.762
54	 2 	-419.439	4.199
55	 2 	-329.036	3.824
56	 2 	-588.901	5.455
57	 2 	-352.517	3.275
58	 2 	-570.464	5.205
59	 2 	-533.424	4.793
60	 2 	-420.475	3.806
61	 2 	-371.785	3.622
62	 2 	-377.457	3.624
63	 2 	-334.133	3.570
64	 2 	-127.151	2.504
65	 2 	-124.513	2.219
66	 2 	-169.641	3.271
67	 2 	-131.857	3.114
68	 2 	-181.824	4.591
69	 2 	-48.409	4.904
70	 2 	-299.144	3.342
71	 2 	-123.208	3.353
72	 2 	-130.466	3.688
73	 2 	-239.570	3.702
74	 2 	-269.407	3.733
75	 2 	-231.439	3.842
76	 2 	-328.136	3.438
77	 2 	-223.149	3.478
78	 2 	-338.298	3.664
79	 2 	-272.054	3.694
eof
