2040 3 0 1 0
2044 3 0.55869 0.998246 1.52661e-06
2048 3 0.0566447 0.998447 8.67017e-07
2052 3 2.66799 0.990643 6.86358e-06
2056 3 -1.33623 1.0027 -2.42427e-06
2075 3 1.36064 1.00758 -5.42153e-06
2076 3 2.48877 1.00456 -2.99811e-06
2097 3 -10.4163 1.01569 -8.3257e-06
2102 3 -12.195 1.02036 -1.20648e-05
2109 3 -12.3914 1.01932 -1.11527e-05
eof
