2227  0
2233  -2
2238  4
2243  6
2250  3
2256  4
2272  3
2281  2
2290  5
2307  10
2320  23
2321  16
2322  17
2328  18
2336  21
2356  22
2362  21
2370  22
2376  21
2383  18
2398  15
2403  14
2408  7
2412  9
2426  6
2431  -3
2435  6
2442  6
2446  8
2450  7
2455  6
2459  5
2464  9
2039  0
2043  -4
2047  -4
2051  -3
2055  -1
2098  11
2100  16
2107  18
2119  11
2163  36
2197  37
2207  39
2221  0
2222  0
2225  -11
2232  -4
2237  0
2242  3
2249  1
2255  2
2267  1
2271  0
2276  4
2280  2
2285  3
2294  1
2304  11
2308  9
2309  8
2323  14
2329  14
2337  19
2348  19
2357  20
2363  19
2371  20
2384  14
eof
