0	 2 	-388.097	3.62636
1	 2 	-400.55	3.19492
2	 2 	-389.359	3.60539
3	 2 	-335.518	3.00826
4	 2 	-279.284	2.80382
5	 2 	-329.164	2.97949
6	 2 	-390.152	3.13542
7	 2 	-353.708	3.49609
8	 2 	-422.181	3.26866
9	 2 	-369.397	3.11973
10	 2 	-417.863	3.25671
11	 2 	-412.363	3.23979
12	 2 	-397.355	3.19492
13	 2 	-257.161	3.16249
14	 2 	-478.232	3.43825
15	 2 	-326.185	2.97949
16	 2 	-388.885	3.17863
17	 2 	-312.683	2.96529
18	 2 	-498.509	3.50992
19	 2 	-388.287	3.59077
20	 2 	-386.81	3.1834
21	 2 	-304.627	3.30334
22	 2 	-407.042	3.24475
23	 2 	-321.579	2.96529
24	 2 	-516.568	3.56411
25	 2 	-420.143	3.27381
26	 2 	-499.935	3.51578
27	 2 	-484.44	3.45733
28	 2 	-423.548	3.30334
29	 2 	-399.484	3.21137
30	 2 	-408.093	3.25671
31	 2 	-354.132	3.03756
32	 2	-156.394        2.69736
33	 2	-136.136        2.62137
34	 2 	 0.	 1. 
35	 2 	 0.	 1. 
36	 2 	 0.	 1. 
37	 2 	 0.	 1. 
38	 2 	 0.	 1. 
39	 2 	 0.	 1. 
40	 2 	 0.	 1. 
41	 2 	 0.	 1. 
42	 2 	 0.	 1. 
43	 2 	 0.	 1. 
44	 2 	 0.	 1. 
45	 2 	 0.	 1. 
46	 2 	 0.	 1. 
47	 2 	 0.	 1. 
48	 2	-367.083        4.01831
49	 2	-378.917        4.03313
50	 2 	 0.	 1. 
51	 2 	 0.	 1. 
52	 2 	 0.	 1. 
53	 2 	 0.	 1. 
54	 2 	 0.	 1. 
55	 2 	 0.	 1. 
56	 2 	 0.	 1. 
57	 2 	 0.	 1. 
58	 2 	 0.	 1. 
59	 2 	 0.	 1. 
60	 2 	 0.	 1. 
61	 2 	 0.	 1. 
62	 2 	 0.	 1. 
63	 2 	 0.	 1. 
eof
